Marketplace,ListingTitle,BusinessName,AskingPrice,NetProfit,GrossRevenue,Inventory,averagesales,sessions,Description,BusinessWebsite,ListingLink,updatetime
Shopify Exchange,Txisten,Txisten,$500 ,"$1,000 ","$1,371.00 ",,30,"30,775","This is Tristen's official, marketed and promoted merchandise store. For those who are not Instagram savvy, Tristen is a celebrity on the platform and I run her merchandise page. What's unique about purchasing this store is there's only one of its kind and it's completely expense-less. The store is self-promoting because of Tristen's incredibly large and loyal fanbase, they will constantly visit and buy for a long time to come, she is still rising in popularity every single day. The store's clothing is all unique and related to Tristen, if you may not understanding the meaning, her fans do, because they were all designed with her in mind. Tristen also made a post asking her fans what they would like to see on her merchandise, the post amassed over 1,000 comments and all of the recommendations were taken into consideration! If you wish to see the post itself for proof, simply ask. As she grows, the website grows and there's such a large scale. I wish I could continue operating this store but my current work contract has requested me to abandon any and all affiliation with online stores (you can ask for evidence). Also, for reference, the price evaluation for this store is $5,490 (ask for proof) so I definitely will be accepting bids.",txisten.com,https://exchangemarketplace.com/shops/txisten,2018-07-21 15:03:33 PDT
Shopify Exchange,Noeloquence,Noeloquence,"$8,000 ",$765 ,$543.00 ,,21,"4,896","AUTOGENERATED REVENUE NUMBERS ARE INACCURATE, PLEASE SEE SCREENSHOTS FOR MORE INFOS",spamd.club,https://exchangemarketplace.com/shops/noeloquence,2018-07-21 15:03:47 PDT
Shopify Exchange,Bamboo Haven,Bamboo Haven,"$2,150 ",$205 ,$800.00 ,,5,725,"This is a Dropshipping, eCommerce store selling Eco-friendly consumables with an attractive design which is easy to Maintain. This is a trending niche which is in high demand and growing at a steady rate. The demand for Eco-friendly products will continue to grow, and there is great potential for this store if given to the right person. The store has solid branding and the suppliers are very reliable and professional therefore you can grow your sales and customers with ease. Bamboo Haven has made $800.00 in two months and is ready to take orders and make money as soon as a takeover is made.",bamboohaven.co,https://exchangemarketplace.com/shops/bamboo-haven,2018-07-21 15:03:50 PDT
Shopify Exchange,Tatu IMPORTS,Tatu IMPORTS,"$5,000 ",$100 ,$541.00 ,"$2,000 ",2,"1,168","We are a South American Lifestyle company, selling belts, with access to other Argentinian goods. Looking for a sales partner/owner since its a one man operation and Im down in Argentina.",tatuimports.com,https://exchangemarketplace.com/shops/tatu-imports,2018-07-21 15:04:04 PDT
Shopify Exchange,Leboha,Leboha,"$150,000 ","$5,666 ","$2,112.00 ","$30,000 ","1,100","2,046","Leboha was started in Mid 2016, we started selling on amazon and created a brand that was developed from Amazon. This sale will not only be the shopify site but will ALSO include our Amazon account that does the majority of the sales. Our main product is essential oil bracelets and jewelry and products that help moms and babies.
The sale includes: - Shopify Site PLUS 4 domains including one that is ""essentialoilbracelet"" -Entire Amazon account that is ungated in ALL categories due to great performance. ($278K last year, $68K profit before salary)
-704 email addresses -Wholesale customers -Access to all vendors -All inventory (on hand inventory and inventory in amazon) -Trademarked brand -887 followers on instagram -340 on facebook - Pinterest account - Portfolio of professional photos",liveleboha.com,https://exchangemarketplace.com/shops/leboha,2018-07-21 15:04:07 PDT
Shopify Exchange,Bee Cutie,Bee Cutie,"$2,800 ",$500 ,"$3,382.00 ",,30,"4,744",We sell products for: - Women - Men - Kids and pet - Home and garden - Sports,beecutie.com,https://exchangemarketplace.com/shops/bee-cutie,2018-07-21 15:04:21 PDT
Shopify Exchange,Venust Jewelry,Venust Jewelry,$900 ,$515 ,"$2,905.00 ","$1,000 ",12,"11,803","Fashion Jewelry and women bag online store for sale. Start operation at January 2017. The company come with domain names, email account, and social media accounts. The store website theme is purchase from Out Of Sand Box, a preminium theme in Shopify.",www.venustjewelry.com,https://exchangemarketplace.com/shops/venust-jewelry,2018-07-21 15:04:23 PDT
Shopify Exchange,Skull Side & Co.,Skull Side & Co.,"$1,500 ",$100 ,"$3,853.00 ",,10,"14,830","Our business philosophy is a simple one: we strive to help our customers save time and money on gothic trends, accessories and products with expert, knowledgeable advice, and the best prices. Our philosophy has been the key to our success and, as a result, we have developed long and lasting relationships in our community and within the accessories and gothic fashion industry.",myskullside.com,https://exchangemarketplace.com/shops/skull-side-co,2018-07-21 15:04:37 PDT
Shopify Exchange,Mefait Accompli,Mefait Accompli,$790 ,$200 ,"$1,866.00 ",,20,"7,626","FRENCH STORE Vêtements, accessoires, collections et décorations autour de l'univers magique. Boutique en dropshipping.",mefait-accompli.com,https://exchangemarketplace.com/shops/mefait-accompli,2018-07-21 15:04:40 PDT
Shopify Exchange,Embrace Collection,Embrace Collection,$500 ,$500 ,"$1,488.00 ",,12,"4,880","This store specializes in dropshipping Jewelry and Sunglasses. Embrace Collection made 90% of its money on ONE product that I advertised on Facebook. If the future owner puts time into this website, they can easily double what I made in a month. I am selling this store because I don't have the time as a full-time engineer. I am selling this store at a much lower price than Shopify valued it at!",embracecollection.com,https://exchangemarketplace.com/shops/embrace-collection,2018-07-21 15:04:56 PDT
Shopify Exchange,DarkGothShop,DarkGothShop,"$1,400 ",$600 ,"$1,989.00 ",,20,"4,398",DarkGothShop drop ships products from Oberlo in the Gothic clothing and accessories niche. The store has a Instagram with loyal followers. Also have a group of influences The store works with to gain a lot of sales for very little in advertising budget.,darkgothshop.com,https://exchangemarketplace.com/shops/darkgothshop,2018-07-21 15:04:59 PDT
Shopify Exchange,Mini Sands Boutique,Mini Sands Boutique,$799 ,$375 ,$985.00 ,,8,"1,399",DISCOUNTED FOR QUICK SALE!,minisandsboutique.com,https://exchangemarketplace.com/shops/mini-sands-boutique,2018-07-21 15:05:13 PDT
Shopify Exchange,Psycho Girlfriend,Psycho Girlfriend,"$25,000 ",$60 ,"$2,200.00 ",,6,"7,469","Clothing store for women. Novelty clothing and perfect gift items, plus menswear collection. Listing includes registered domain and social media accounts with over 1.4 MILLION followers, with high enagagement and great reach. The price is reflective of this ready-made audience. This company has been a labour of love for me but I no longer have the capacity to run myself due to perosnal commitments.",www.psychogf.com,https://exchangemarketplace.com/shops/psycho-girlfriend,2018-07-21 15:05:27 PDT
Shopify Exchange,DMC Fashion Stylist Boutique,DMC Fashion Stylist Boutique,"$10,000 ","$1,000 ","$1,944.00 ",,10,"15,089","Up for Sell you want to buy this business it’s already profitable, Why This Business is for You and Why We Made This Business this business was created because we have always wanted to be business owners and have had many successful businesses over the last years (14+ years) We have always personally been in the fashion industry and this business had come to our attention 6 months ago we got on bound and started looking for dropshipping investors that offered high quality clothing and accessories for all fashionable fashionistas, our idea was to offer the real quality clothing you see on the other fashion sites like Wish or Fashion Nova but true to the photo and quality to offer to women ages 14 to 68 we have been open 6 months and have made a average of
TOTAL SALES BREAKDOWN Jan 1–Jul 31 Orders $3,119.28+ Returns -$266.65 Total sales $3,852.63+",dmcfashionstylist.com,https://exchangemarketplace.com/shops/dmc-fashion-stylist-boutique,2018-07-21 15:05:30 PDT
Shopify Exchange,Modish Boss,Modish Boss,"$2,000 ",$243 ,$243.00 ,,2,366,"Hi I created Modish Bosh boutique but I have other projects I am working on and need to sell it. It is a drop shipping clothing company that is set up and looks really professional. I haven't spent any money advertising Modish Boss but it has a lot of potential. I already have over 20 brand ambassadors signed up as well. If you have any questions or anything, feel free to let me know.",modishboss.com,https://exchangemarketplace.com/shops/modish-boss,2018-07-21 15:05:44 PDT
Shopify Exchange,Sixth Addition,Sixth Addition,"$1,500 ",$300 ,"$1,936.00 ",,50,"3,386",This store would be similar to a forever 21 type retail business. Its sells manly street wear for young adults.,sixth-addition.com,https://exchangemarketplace.com/shops/sixth-addition,2018-07-21 15:05:47 PDT
Shopify Exchange,osteriaoptics,osteriaoptics,"$1,100 ",$600 ,"$2,899.00 ",,12,"11,880","All types of luxury including, wedding rings, smart watches, and even chains.",www.osterialuxury.com,https://exchangemarketplace.com/shops/osteriaoptics,2018-07-21 15:06:01 PDT
Shopify Exchange,BeachBlankets.com,BeachBlankets.com,"$12,000 ",$500 ,$616.00 ,"$2,000 ",5,"3,894",This business was opened to be my side business while working my primary job. I obtained the premium domain from a domain broker in 2015 to pursue building the go-to source for all beach blankets; which has become a huge beach fashion accessory in the past 2 years.,www.beachblankets.com,https://exchangemarketplace.com/shops/beachblankets-com,2018-07-21 15:06:04 PDT
Shopify Exchange,Trashcan Alternative Clothing,Trashcan Alternative Clothing,"$1,850 ",$150 ,"$2,408.00 ","$1,500 ",5,"21,325","This store is specialized in alternative clothing and accessories (punk, rock, gothic, metal style). It was developped in last september and generated + 3k to this day. It can generate much more if you put time and marketing in it. It is 50% dropship and 50% in stock merchandise. I can sell with or without the merch I have in stock (value of +/- 2000$). Price listed is without in store stock. Reason of selling : going for a 2 years trip around the world in 10 months.",trashcan.rocks,https://exchangemarketplace.com/shops/trashcan,2018-07-21 15:06:18 PDT
Shopify Exchange,Suitzy,Suitzy,"$5,500 ",,$265.00 ,,,,"Awesome Adult onesie company for sale. We are not able to allocate the time and attention needed to keep this website/company going due to other ventures and want to offer it up to someone who can run with it. Super fun product that people love, just need to get the word out. I have 6k in inventory (130 onesies & 200 slippers).",suitzy.com,https://exchangemarketplace.com/shops/suitzy,2018-07-21 15:06:32 PDT
Shopify Exchange,Bohemian Barefoot,Bohemian Barefoot,"$3,500 ",$300 ,"$1,163.00 ",,8,"2,922","This beautiful Bohemian style women's clothing and swimsuit online drop shipping store is ready to continue it's growth under new ownership. I started this store because I adore the modern bohemian style. It has been up and running for a few months now and is ready for a new owner to take it to the next level. I have had great feedback and orders from all over. The new owner needs to keep up on daily social media, run contests and run ads on Instagram to grow this business into a a full time money maker. I will only sell to someone who can maintain the beauty of this site and have a great passion for customer service. Cheers!",bohemianbarefoot.com,https://exchangemarketplace.com/shops/bohemian-barefoot,2018-07-21 15:06:35 PDT
